Name,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age 
Maruti Alto 800 LXI,51639,Petrol,Manual,1,22.74,796,47.3,5,3040.0,5
Audi A8 L 3.0 TDI quattro,56000,Diesel,Automatic,1,11.8,2967,246.7,5,45000.0,9
Hyundai i10 Sportz AT,62282,Petrol,Automatic,1,16.95,1197,78.9,5,2900.0,9
Hyundai Grand i10 Sportz,26946,Petrol,Manual,1,18.9,1197,82.0,5,4450.0,5
Hyundai Getz GLE,44000,Petrol,Manual,2,15.3,1341,83.0,5,1750.0,15
Renault KWID RXT,73000,Petrol,Manual,1,25.17,799,53.3,5,3200.0,5
Mahindra Quanto C2,80430,Diesel,Manual,2,17.21,1493,100.0,7,3300.0,8
Hyundai Creta 1.6 SX,69434,Petrol,Manual,1,15.8,1591,121.3,5,8000.0,5
Toyota Innova Crysta 2.8 ZX AT,35358,Diesel,Automatic,1,11.36,2755,171.5,7,22990.0,4
Toyota Etios 1.4 VXD,3000,Diesel,Manual,1,23.59,1364,67.04,5,7900.0,3
Toyota Corolla H2,79012,Petrol,Manual,1,13.4,1794,125.0,5,2640.0,16
Isuzu MUX 4WD,34429,Diesel,Automatic,1,13.8,2999,174.57,7,20000.0,4
Datsun Redi GO Sport,12000,Petrol,Manual,1,22.7,799,53.0,5,3100.0,4
Hyundai Grand i10 Sportz,26038,Petrol,Manual,1,18.9,1197,82.0,5,5430.0,5
Renault Duster Petrol RxL,20000,Petrol,Manual,1,13.24,1598,102.57,5,6000.0,8
Audi RS5 Coupe,23000,Petrol,Automatic,1,11.05,2894,444.0,4,37000.0,8
Honda City i DTEC VX,76551,Diesel,Manual,1,25.1,1498,98.6,5,7250.0,7
Honda Amaze S i-Dtech,51587,Diesel,Manual,1,25.8,1498,98.6,5,5270.0,5
Maruti Alto LXi,76161,Petrol,Manual,1,19.7,796,46.3,5,1650.0,14
Hyundai Accent Executive,52325,Petrol,Manual,1,16.36,1495,93.7,5,2000.0,11
Tata Xenon XT EX 4X2,85000,Diesel,Manual,1,13.49,2179,138.03,5,3500.0,7
Chevrolet Optra Magnum 2.0 LT BS3,78563,Diesel,Manual,1,16.52,1991,123.7,5,2350.0,11
BMW 3 Series 320d Sport,58000,Diesel,Automatic,2,22.69,1995,190.0,5,15300.0,9
Maruti Ciaz VDi,62691,Diesel,Manual,1,26.21,1248,88.5,5,7500.0,4
Chevrolet Sail Hatchback 1.2 LS ABS,14000,Petrol,Manual,1,18.2,1199,82.5,5,3000.0,7
Hyundai i10 Magna 1.2,51000,Petrol,Manual,1,20.36,1197,78.9,5,2850.0,9
BMW 3 Series 320d Sport Line,69123,Diesel,Automatic,1,18.88,1995,184.0,5,19000.0,6
Hyundai i20 Sportz 1.4 CRDi,55036,Diesel,Manual,1,22.54,1396,88.73,5,6350.0,5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,17702,Petrol,Manual,1,15.29,1591,121.3,5,11940.0,4
BMW 7 Series 2007-2012 750Li,50161,Petrol,Automatic,1,8.77,4395,402.0,5,25930.0,11
Renault KWID RXL,7858,Petrol,Manual,1,25.17,799,53.3,5,3800.0,2
Mercedes-Benz B Class B180,41380,Petrol,Automatic,2,14.8,1595,120.7,5,11770.0,7
Hyundai Grand i10 1.2 CRDi Sportz,20773,Diesel,Manual,1,24.0,1186,73.97,5,5920.0,4
Toyota Fortuner 3.0 Diesel,100000,Diesel,Manual,3,11.5,2982,171.0,7,16000.0,9
Hyundai i20 Magna Optional 1.2,14925,Petrol,Manual,1,18.5,1197,82.9,5,5370.0,6
Maruti Swift VDI,35000,Diesel,Manual,1,22.9,1248,74.0,5,4650.0,8
Hyundai Santa Fe 4X4,67901,Diesel,Manual,1,14.66,2199,194.3,7,8380.0,8
Tata Indigo eCS eLS BS IV,78000,Diesel,Manual,1,25.0,1396,69.01,5,2300.0,5
Honda CR-V 2.0 AT,41697,Petrol,Automatic,1,13.1,1997,141.1,5,16680.0,4
Maruti Vitara Brezza ZDi,2900,Diesel,Manual,1,24.3,1248,88.5,5,8750.0,3
Hyundai Santa Fe 4x4 AT,58000,Diesel,Automatic,1,11.72,2199,194.3,7,17000.0,7
BMW 3 Series 320d,137000,Diesel,Automatic,2,13.2,1995,170.0,5,9000.0,12
Mahindra KUV 100 mFALCON D75 K6,39528,Diesel,Manual,1,25.32,1198,77.0,6,5830.0,4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,39037,Diesel,Automatic,1,14.84,2143,170.0,5,9250.0,14
Chevrolet Beat LT,24735,Petrol,Manual,2,18.6,1199,79.4,5,2870.0,9
Tata Zest Quadrajet 1.3 75PS XE,125000,Diesel,Manual,1,22.95,1248,74.0,5,4600.0,5
Audi A4 2.0 TDI 177 Bhp Premium Plus,40000,Diesel,Automatic,1,17.11,1968,174.33,5,22000.0,7
Porsche Boxster S tiptronic,10512,Petrol,Automatic,1,8.6,2706,265.0,2,64000.0,6
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,78000,Diesel,Manual,1,19.33,1968,138.1,5,6500.0,9
Chevrolet Cruze LTZ,62000,Diesel,Manual,2,18.3,1991,147.9,5,6750.0,8
Honda Jazz VX Diesel,38000,Diesel,Manual,1,27.3,1498,98.6,5,6210.0,5
Audi A4 1.8 TFSI Technology Edition,80000,Petrol,Automatic,1,15.64,1798,167.62,5,17500.0,9
Maruti Ritz LDi,65000,Diesel,Manual,1,23.2,1248,73.94,5,3750.0,8
Maruti Eeco Smiles 5 Seater AC,22874,Petrol,Manual,1,15.1,1196,73.0,5,4440.0,4
Audi A6 2011-2015 35 TDI Technology,55975,Diesel,Automatic,2,17.68,1968,174.33,5,35920.0,4
Mercedes-Benz E-Class E 200 CGI,50319,Petrol,Automatic,1,12.0,1991,181.03,5,21950.0,8
Ford Figo Petrol EXI,78400,Petrol,Manual,2,15.6,1196,70.0,5,2750.0,11
Chevrolet Beat Diesel LT,75421,Diesel,Manual,1,25.44,936,56.3,5,3630.0,8
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,15731,Petrol,Manual,1,15.29,1591,121.3,5,12490.0,4
Honda City 1.5 S MT,38446,Petrol,Manual,1,17.0,1497,118.0,5,2590.0,11
Honda City i DTEC SV,40000,Diesel,Manual,1,26.0,1498,98.6,5,4450.0,7
Tata Manza Aqua Quadrajet,100030,Diesel,Manual,2,18.8,1248,90.0,5,1600.0,11
Hyundai Creta 1.6 CRDi SX,29000,Diesel,Manual,1,19.67,1582,126.2,5,12600.0,5
Hyundai Elite i20 Petrol Asta,13460,Petrol,Manual,1,18.6,1197,81.86,5,8910.0,4
Chevrolet Enjoy 1.4 LS 8,15000,Petrol,Manual,1,13.7,1399,98.79,8,3750.0,7
Volkswagen Polo 1.2 MPI Highline,22000,Petrol,Manual,1,16.47,1198,74.0,5,4110.0,7
Hyundai i20 Asta 1.2,35441,Petrol,Manual,1,18.6,1197,81.83,5,6870.0,6
Skoda Superb 3.6 V6 FSI,54000,Petrol,Automatic,1,0.0,3597,262.6,5,6000.0,11
Hyundai i20 Sportz Option,62489,Petrol,Manual,1,17.0,1197,80.0,5,2600.0,11
Hyundai i20 1.4 Sportz,18521,Diesel,Manual,1,22.54,1396,88.73,5,9180.0,3
Honda Civic 2006-2010 1.8 V MT,66000,Petrol,Manual,3,13.5,1799,130.0,5,3250.0,13
BMW 7 Series 730Ld Design Pure Excellence CBU,41100,Diesel,Automatic,1,16.77,2993,261.49,5,26500.0,9
Tata Nano XTA,29000,Petrol,Automatic,1,21.9,624,37.48,4,2800.0,5
Toyota Fortuner 4x2 Manual,107000,Diesel,Manual,1,13.0,2982,168.5,7,16500.0,7
Maruti Swift VDI BSIV,71000,Diesel,Manual,1,25.2,1248,74.0,5,4800.0,7
Volkswagen Ameo 1.2 MPI Anniversary Edition,20000,Petrol,Manual,1,17.0,1198,74.0,5,5500.0,3
Hyundai Grand i10 Sportz,1800,Petrol,Manual,1,18.9,1197,82.0,5,5100.0,3
Hyundai i10 Magna 1.2 iTech SE,31000,Petrol,Manual,1,20.36,1197,78.9,5,2250.0,9
Hyundai Grand i10 CRDi SportZ Edition,66337,Diesel,Manual,1,24.0,1120,70.0,5,4960.0,6
Maruti Alto 800 2016-2019 LXI,24000,Petrol,Manual,1,24.7,796,47.3,5,2800.0,5
Ford Endeavour 3.0L 4X4 AT,91696,Diesel,Automatic,1,11.4,2953,153.86,7,9250.0,9
Hyundai Grand i10 1.2 Kappa Magna,46000,Petrol,Manual,1,18.9,1197,81.86,5,4750.0,4
Volkswagen Ameo 1.2 MPI Highline,35569,Petrol,Manual,1,17.0,1198,73.75,5,7270.0,3
Honda Civic 2010-2013 1.8 S MT,86000,Petrol,Manual,1,14.8,1799,130.2,5,2900.0,11
Hyundai i10 Magna 1.2 iTech SE,45275,Petrol,Manual,1,20.36,1197,78.9,5,2800.0,9
Hyundai i20 1.2 Sportz,52237,Petrol,Manual,1,17.0,1197,80.0,5,4500.0,9
Mahindra Verito 1.5 D6 BSIV,110000,Diesel,Manual,2,21.0,1461,64.1,5,2400.0,10
Mahindra XUV500 W6 2WD,88511,Diesel,Manual,1,16.0,2179,140.0,7,8250.0,7
Honda Amaze S i-Dtech,57000,Diesel,Manual,1,25.8,1498,98.6,5,3450.0,8
Maruti Wagon R VXI,43628,Petrol,Manual,1,22.5,998,67.04,5,3160.0,7
Hyundai i20 Sportz 1.4 CRDi,25500,Diesel,Manual,1,22.54,1396,88.73,5,7000.0,4
Maruti Alto K10 2010-2014 VXI,52000,Petrol,Manual,1,20.92,998,67.1,5,2700.0,7
Maruti Swift Dzire VDi,81759,Diesel,Manual,1,19.3,1248,73.9,5,4390.0,10
Hyundai i10 Era 1.1 iTech SE,65727,Petrol,Manual,1,19.81,1086,68.05,5,2970.0,9
Maruti Ciaz ZXi Option,25418,Petrol,Manual,1,20.73,1373,91.2,5,7090.0,5
Tata Zest Revotron 1.2T XE,70000,Petrol,Manual,1,17.57,1193,88.7,5,4500.0,4
Honda CR-V 2.4L 4WD AT,63050,Petrol,Automatic,1,11.1,2354,158.8,5,17500.0,6
Skoda Superb 2.8 V6 AT,13002,Petrol,Automatic,1,9.3,2771,193.1,5,3250.0,16
Volkswagen Polo Diesel Comfortline 1.2L,75020,Diesel,Manual,1,22.07,1199,73.9,5,4100.0,10
BMW X1 sDrive20d,63000,Diesel,Automatic,1,17.05,1995,184.0,5,13500.0,9
Jeep Compass 1.4 Limited Option,4000,Petrol,Automatic,1,16.0,1368,160.0,5,17750.0,4
Renault Duster 110PS Diesel RXZ Option,26000,Diesel,Manual,1,19.64,1461,108.45,5,10000.0,5
Maruti Vitara Brezza LDi Option,31001,Diesel,Manual,1,24.3,1248,88.5,5,7250.0,5
Audi A4 2.0 TDI Multitronic,105000,Diesel,Automatic,2,16.55,1968,140.0,5,14500.0,10
Hyundai Xcent 1.2 Kappa S Option,52000,Petrol,Manual,1,19.1,1197,81.86,5,3750.0,7
Nissan Terrano XV 110 PS,163000,Diesel,Manual,1,19.01,1461,108.5,5,5000.0,7
Tata Zest Revotron 1.2T XE,100000,Petrol,Manual,1,17.57,1193,88.7,5,4250.0,4
Maruti SX4 Zxi with Leather BSIII,87000,Petrol,Manual,1,15.6,1586,104.68,5,2800.0,11
Maruti Ritz VXI,68776,Petrol,Manual,1,21.1,1197,85.8,5,3900.0,9
Hyundai Verna 1.6 SX,85350,Diesel,Manual,2,22.32,1582,126.32,5,5700.0,8
BMW 3 Series 320d Sport,37000,Diesel,Automatic,3,22.69,1995,190.0,5,15000.0,9
Honda City 1.5 V MT Exclusive,67590,Petrol,Manual,1,17.0,1497,118.0,5,5650.0,9
Maruti Alto 800 2016-2019 LXI,56000,Petrol,Manual,1,24.7,796,47.3,5,2100.0,8
Maruti Wagon R LXI CNG,41000,CNG,Manual,1,26.2,998,58.2,5,3500.0,7
Honda City i VTEC E,52000,Petrol,Manual,1,17.8,1497,117.3,5,3250.0,12
Maruti Swift Dzire VDI,197000,Diesel,Manual,1,23.4,1248,74.0,5,5000.0,7
Maruti Wagon R VXI BS IV,37000,Petrol,Manual,2,18.9,998,67.1,5,2100.0,10
Mercedes-Benz CLA 200 CDI Sport,13689,Diesel,Automatic,1,17.9,2143,136.0,5,28250.0,4
Hyundai i20 Sportz AT 1.4,72000,Petrol,Automatic,1,15.0,1396,98.6,5,4750.0,8
Honda Amaze EX i-Vtech,48000,Petrol,Manual,1,18.0,1198,86.7,5,2750.0,7
Jaguar XF 2.2 Litre Luxury,18000,Diesel,Automatic,1,16.36,2179,187.7,5,25700.0,7
Mercedes-Benz S Class 2005 2013 320 CDI,42000,Diesel,Automatic,2,13.0,2987,210.0,5,22000.0,12
Maruti Dzire AMT ZDI Plus,41747,Diesel,Automatic,1,28.4,1248,73.75,5,9000.0,4
Volkswagen Polo 1.5 TDI Highline,29647,Diesel,Manual,1,20.14,1498,88.0,5,6300.0,5
Tata Indigo LS,108000,Diesel,Manual,1,17.0,1405,70.0,5,1000.0,16
Renault Duster 110PS Diesel RxZ,45348,Diesel,Manual,2,19.01,1461,108.45,5,6850.0,8
Skoda Rapid 1.5 TDI AT Elegance Plus,34000,Diesel,Automatic,1,21.66,1498,103.52,5,7990.0,6
Maruti Swift Dzire AMT ZDI,24852,Diesel,Automatic,1,26.59,1248,74.0,5,8080.0,4
Volkswagen Vento Petrol Highline,67200,Petrol,Manual,1,15.04,1598,103.6,5,3900.0,9
Honda Jazz Active,39800,Petrol,Manual,1,16.0,1198,90.0,5,1990.0,11
Mahindra XUV500 W8 4WD,84725,Diesel,Manual,1,15.1,2179,140.0,7,11600.0,6
Honda City i VTEC SV,34634,Petrol,Manual,1,17.8,1497,117.3,5,6900.0,5
BMW 3 Series Luxury Line,27000,Diesel,Automatic,1,21.76,1995,190.0,5,35000.0,5
Maruti Baleno Vxi - BSIII,146000,Petrol,Manual,2,15.4,1590,94.0,5,1050.0,15
Toyota Corolla Altis 1.8 GL,83184,Petrol,Manual,1,14.28,1798,138.03,5,6220.0,9
Maruti Baleno Zeta 1.2,10300,Petrol,Manual,1,21.4,1197,83.1,5,6750.0,4
Hyundai Accent GLE 1,55000,Petrol,Manual,1,13.2,1495,94.0,5,2650.0,14
Hyundai Creta 1.6 VTVT S,48200,Petrol,Manual,1,15.29,1591,121.3,5,9000.0,6
Maruti Celerio VXI,74000,Petrol,Manual,1,23.1,998,67.04,5,4150.0,6
Hyundai Verna 1.6 SX,83558,Diesel,Manual,1,22.32,1582,126.32,5,6980.0,7
BMW 6 Series Gran Coupe,20004,Diesel,Automatic,1,17.54,2993,313.0,4,68940.0,3
Maruti Wagon R LXI CNG,68365,CNG,Manual,1,26.6,998,58.16,5,3770.0,7
Honda Brio S MT,43521,Petrol,Manual,1,19.4,1198,86.8,5,4250.0,7
Tata Indica Vista Quadrajet LS,80000,Diesel,Manual,2,22.3,1248,74.0,5,1200.0,9
Maruti Zen VXI BSII,61495,Petrol,Manual,3,17.3,993,60.0,5,1520.0,18
Toyota Fortuner 4x2 Manual,131765,Diesel,Manual,1,13.0,2982,168.5,7,13500.0,9
Maruti SX4 ZDI,80000,Diesel,Manual,3,21.5,1248,88.8,5,3500.0,10
Maruti Alto 800 2016-2019 VXI,31006,Petrol,Manual,1,24.7,796,47.3,5,2610.0,5
Mercedes-Benz New C-Class C 220 CDI Style,10000,Diesel,Automatic,1,19.27,2143,167.62,5,36000.0,4
Maruti Ertiga ZDI,67443,Diesel,Manual,1,20.77,1248,88.8,7,5750.0,8
Mercedes-Benz New C-Class 200 CDI Elegance,51000,Diesel,Manual,1,15.8,2148,170.0,5,18500.0,8
Toyota Corolla 1.8 J,12000,Petrol,Manual,1,14.53,1798,138.0,5,11000.0,6
Maruti Wagon R LXI BS IV,40000,Petrol,Manual,1,20.51,998,67.04,5,2490.0,7
Maruti Ertiga VDI,79870,Diesel,Manual,1,20.77,1248,88.76,7,5350.0,7
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,105000,Diesel,Manual,2,12.05,2179,120.0,8,7000.0,8
Nissan Micra XV CVT,47303,Petrol,Automatic,1,19.34,1198,76.0,5,5210.0,7
Renault Pulse RxL,71491,Diesel,Manual,1,23.08,1461,63.12,5,4950.0,8
Volkswagen Polo 1.2 MPI Highline,29754,Petrol,Manual,1,16.2,1199,74.0,5,5300.0,5
Hyundai i10 Magna,55980,Petrol,Manual,1,20.36,1197,78.9,5,2250.0,11
Volvo S60 D4 KINETIC,34000,Diesel,Automatic,1,9.0,1984,181.0,5,20000.0,6
Honda Amaze VX i-VTEC,16573,Petrol,Manual,1,17.8,1198,86.7,5,9310.0,2
BMW X1 sDrive 20d Sportline,56683,Diesel,Automatic,2,17.05,1995,184.0,5,13500.0,8
Maruti Wagon R LX BSIII,115000,Petrol,Manual,2,17.3,1061,64.0,5,990.0,16
Hyundai i10 Magna,65423,Petrol,Manual,1,20.36,1197,78.9,5,3160.0,10
Hyundai i20 Asta,30754,Petrol,Manual,1,17.0,1197,80.0,5,3380.0,11
Maruti Swift VXI,15000,Petrol,Manual,1,18.6,1197,85.8,5,3650.0,9
Maruti Ritz AT,57788,Petrol,Automatic,1,17.16,1197,85.8,5,3600.0,9
Toyota Innova 2.5 Z Diesel 7 Seater,121374,Diesel,Manual,1,12.99,2494,100.6,7,14300.0,6
Ford Ecosport 1.5 DV5 MT Trend,69565,Diesel,Manual,1,22.7,1498,89.84,5,5550.0,7
Maruti Ciaz Zeta,10575,Petrol,Manual,1,21.56,1462,103.25,5,9180.0,3
Toyota Etios Liva V,8950,Petrol,Manual,1,17.71,1197,78.9,5,3550.0,8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,64000,Diesel,Automatic,1,19.27,2143,170.0,5,15650.0,7
Nissan Sunny XV D,70000,Diesel,Manual,2,22.71,1461,84.8,5,4000.0,9
Hyundai Verna 1.6 CRDi EX MT,37451,Diesel,Manual,1,22.32,1582,126.3,5,6640.0,5
Honda City 1.5 V MT Exclusive,45496,Petrol,Manual,1,17.0,1497,118.0,5,4750.0,9
Hyundai Grand i10 Magna,42355,Petrol,Manual,1,18.9,1197,82.0,5,4000.0,7
Honda Amaze V CVT Petrol,25717,Petrol,Automatic,1,19.0,1199,88.76,5,8860.0,2
BMW 3 Series 320d,89000,Diesel,Automatic,1,22.69,1995,190.0,5,13950.0,10
BMW X1 sDrive20d,43000,Diesel,Automatic,1,17.05,1995,184.0,5,17500.0,8
Fiat Linea Emotion Pack (Diesel),160000,Diesel,Manual,2,19.0,1248,93.0,5,2500.0,11
Fiat Avventura MULTIJET Emotion,32000,Diesel,Manual,1,20.5,1248,91.72,5,5650.0,6
Toyota Etios G,56344,Petrol,Manual,1,17.6,1496,88.73,5,4570.0,8
Chevrolet Aveo 1.4 LS,100000,Petrol,Manual,1,14.49,1399,92.7,5,1400.0,15
Honda Brio S Option AT,31500,Petrol,Automatic,1,16.5,1198,86.8,5,4150.0,9
Hyundai Grand i10 Sportz,81605,Petrol,Manual,1,18.9,1197,82.0,5,4530.0,5
Jaguar XE 2.0L Diesel Prestige,1000,Diesel,Automatic,1,13.6,1999,177.0,5,40000.0,3
Land Rover Range Rover 3.6 TDV8 Vogue SE,84384,Diesel,Automatic,1,10.2,4367,308.0,7,52540.0,9
Hyundai Verna 1.4 VTVT,33425,Petrol,Manual,1,17.43,1396,105.5,5,4500.0,6
Audi A6 2.7 TDI,35000,Diesel,Automatic,1,12.4,2698,179.5,5,11500.0,11
Hyundai Creta 1.6 SX Plus Petrol Automatic,32434,Petrol,Automatic,1,13.0,1591,121.3,5,14350.0,3
Hyundai Verna 1.6 CRDi AT SX,42876,Diesel,Automatic,1,19.08,1582,126.2,5,9310.0,5
Honda City i DTec V,60805,Diesel,Manual,1,26.0,1498,98.6,5,8070.0,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,67585,Diesel,Manual,1,12.99,2494,100.6,7,11990.0,6
Maruti Dzire VXI,46687,Petrol,Manual,1,22.0,1197,81.8,5,2700.0,10
Maruti Baleno Zeta 1.2,21000,Petrol,Manual,1,21.4,1197,83.1,5,6210.0,5
Volkswagen Polo 1.2 MPI Trendline,46399,Petrol,Manual,1,16.47,1198,74.0,5,4630.0,5
Maruti Ertiga Paseo VXI,18000,Petrol,Manual,1,16.02,1373,93.7,7,8250.0,3
Hyundai Grand i10 Asta,25000,Petrol,Manual,1,18.9,1197,82.0,5,5500.0,6
Maruti Celerio VXI AT,49800,Petrol,Automatic,1,23.1,998,67.04,5,4000.0,7
Ford Fiesta 1.5 TDCi Titanium,122800,Diesel,Manual,1,25.01,1498,89.75,5,5650.0,7
Mahindra XUV500 W10 2WD,43773,Diesel,Manual,1,16.0,2179,140.0,7,13540.0,4
Hyundai i20 1.2 Magna,38214,Petrol,Manual,2,18.5,1197,80.0,5,4050.0,9
Maruti Ertiga VDI,63939,Diesel,Manual,1,25.47,1248,88.5,7,7750.0,4
Honda City V MT,55000,Petrol,Manual,1,16.8,1497,116.3,5,7100.0,7
Ford Fiesta 1.4 TDCi EXI,89326,Diesel,Manual,3,17.8,1399,68.0,5,1550.0,15
Hyundai i10 Sportz,19947,Petrol,Manual,1,20.36,1197,78.9,5,4500.0,5
Honda Brio S MT,36695,Petrol,Manual,1,19.4,1198,86.8,5,4290.0,6
Ford Fiesta 1.4 ZXi TDCi ABS,76000,Diesel,Manual,1,17.8,1399,68.0,5,2750.0,12
Audi A6 2011-2015 2.0 TDI Premium Plus,202082,Diesel,Automatic,1,17.68,1968,174.33,5,12300.0,9
Renault Koleos 2.0 Diesel,32531,Diesel,Automatic,2,13.73,1995,148.0,5,8000.0,10
Toyota Innova 2.5 VX (Diesel) 7 Seater,70000,Diesel,Manual,1,12.99,2494,100.6,7,12000.0,6
Hyundai i20 1.2 Magna Executive,27339,Petrol,Manual,1,18.6,1197,81.83,5,6270.0,2
Maruti Swift Vdi BSIII,86000,Diesel,Manual,2,17.8,1248,75.0,5,3600.0,11
Mini Cooper Countryman D High,34000,Diesel,Automatic,1,23.8,1998,112.0,5,22000.0,6
Honda City i DTEC VX,55000,Diesel,Manual,1,25.1,1498,98.6,5,5990.0,7
Honda Jazz 1.2 VX i VTEC,49575,Petrol,Manual,1,18.7,1199,88.7,5,7170.0,4
Hyundai Grand i10 1.2 Kappa Sportz,33496,Petrol,Manual,1,18.9,1197,81.86,5,5500.0,7
Maruti Wagon R LXI,71000,Petrol,Manual,2,18.9,998,67.1,5,1500.0,14
Audi Q7 3.0 TDI Quattro Premium Plus,55662,Diesel,Automatic,1,12.07,2967,241.4,7,42830.0,6
Hyundai i20 Asta 1.2,42575,Petrol,Manual,1,18.6,1197,81.83,5,5050.0,6
Hyundai i20 1.4 CRDi Magna,94500,Diesel,Manual,2,21.9,1396,90.0,5,3100.0,11
BMW X5 3.0d,150000,Diesel,Automatic,1,11.0,2993,235.0,5,18750.0,12
Honda City 1.5 S MT,45501,Petrol,Manual,1,17.0,1497,118.0,5,3100.0,10
Mercedes-Benz M-Class ML 250 CDI,52000,Diesel,Automatic,1,15.26,2143,203.2,5,29950.0,9
Skoda Laura 1.9 TDI AT Ambiente,45000,Diesel,Automatic,1,17.0,1896,105.0,5,6990.0,9
Renault Duster 110PS Diesel RxZ AMT,34686,Diesel,Automatic,1,19.6,1461,108.45,5,11860.0,4
Audi Q5 2.0 TDI Premium Plus,74500,Diesel,Automatic,2,14.16,1968,174.3,5,15000.0,9
Audi A4 35 TDI Premium,58970,Diesel,Automatic,1,17.11,1968,174.33,5,23750.0,6
Hyundai i20 1.4 CRDi Magna,71360,Diesel,Manual,1,21.9,1396,90.0,5,3950.0,9
Chevrolet Spark 1.0 LT,43761,Petrol,Manual,1,18.0,995,62.0,5,1750.0,13
Tata Tiago 1.2 Revotron XM Option,5400,Petrol,Manual,1,23.84,1199,84.0,5,3980.0,5
Mitsubishi Lancer GLXD,125000,Diesel,Manual,3,14.8,1998,68.0,5,3000.0,18
Maruti Vitara Brezza VDi,35000,Diesel,Manual,1,24.3,1248,88.5,5,6500.0,4
Maruti Baleno Delta Automatic,21684,Petrol,Automatic,1,21.4,1197,83.1,5,7890.0,3
Maruti Swift Dzire VDI,69000,Diesel,Manual,1,23.4,1248,74.0,5,5750.0,8
Maruti Wagon R Duo LX BSIII,72389,LPG,Manual,1,26.2,998,58.2,5,3200.0,9
Maruti Wagon R VXI AMT,1997,Petrol,Automatic,1,22.5,998,67.0,5,4450.0,3
BMW 3 Series 320d Highline,69330,Diesel,Automatic,1,16.07,1995,181.0,5,23500.0,7
Maruti Alto 800 2016-2019 LXI Optional,63714,Petrol,Manual,1,24.7,796,47.3,5,2450.0,6
Jeep Compass 2.0 Longitude,42203,Diesel,Manual,1,17.1,1956,170.0,5,19460.0,3
BMW 7 Series 730Ld Sedan,58000,Diesel,Automatic,1,16.46,2993,258.0,5,31000.0,11
Hyundai Verna 1.6 SX CRDi (O),69573,Diesel,Manual,2,22.32,1582,126.32,5,5850.0,8
Maruti Swift VXI BSIV,42000,Petrol,Manual,2,20.4,1197,81.8,5,3600.0,7
Honda Amaze SX i-VTEC,37000,Petrol,Manual,1,17.8,1198,86.7,5,5250.0,5
Toyota Fortuner 4x2 Manual,73053,Diesel,Manual,1,13.0,2982,168.5,7,20000.0,5
Skoda Superb Elegance 1.8 TSI AT,73783,Petrol,Automatic,2,13.7,1798,157.75,5,5230.0,10
Hyundai Xcent 1.2 Kappa S,12500,Petrol,Manual,1,19.1,1197,82.0,5,4150.0,7
Ford Figo Diesel LXI,39000,Diesel,Manual,1,20.0,1399,68.0,5,2500.0,11
Maruti Swift Ldi BSIII,76206,Diesel,Manual,1,17.8,1248,75.0,5,4250.0,13
Mahindra XUV300 W8 Diesel,97000,Diesel,Manual,1,20.0,1497,115.0,5,7250.0,9
Jaguar XF 3.0 Litre S Premium Luxury,65000,Diesel,Automatic,1,14.74,2993,270.9,5,16000.0,10
Jeep Compass 2.0 Longitude,28937,Diesel,Manual,1,17.1,1956,170.0,5,17020.0,3
Hyundai i20 1.2 Sportz Option,61000,Petrol,Manual,4,17.0,1197,80.0,5,3250.0,11
Land Rover Discovery 4 TDV6 SE,65000,Diesel,Automatic,2,11.8,2993,180.0,7,34000.0,8
Ford Ecosport 1.5 DV5 MT Titanium,60000,Diesel,Manual,1,22.7,1498,89.84,5,5750.0,7
Mahindra Renault Logan 1.5 DLE Diesel,35000,Diesel,Manual,1,19.2,1461,65.0,5,2300.0,14
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,38271,Petrol,Manual,1,15.29,1591,121.3,5,12530.0,4
Maruti Alto K10 2010-2014 VXI,90121,Petrol,Manual,1,20.92,998,67.1,5,2200.0,8
Mahindra Scorpio 2009-2014 SLE 7S BSIV,87000,Diesel,Manual,1,12.05,2179,120.0,7,7400.0,7
Maruti Ritz VDi,64290,Diesel,Manual,1,23.2,1248,73.94,5,3650.0,9
Hyundai Verna 1.6 SX,37873,Diesel,Manual,1,22.32,1582,126.32,5,4800.0,8
Maruti Swift VDI Optional,61386,Diesel,Manual,1,25.2,1248,74.0,5,7050.0,3
Hyundai Xcent 1.2 Kappa AT S Option,53000,Petrol,Automatic,2,16.9,1197,81.86,5,4000.0,6
Hyundai i20 Sportz 1.2,6000,Petrol,Manual,1,18.6,1197,81.83,5,5950.0,5
Chevrolet Cruze LTZ,64000,Diesel,Manual,2,17.3,1998,163.7,5,6500.0,8
Hyundai Grand i10 Asta Option,30000,Petrol,Manual,2,18.9,1197,82.0,5,4900.0,7
Audi Q7 35 TDI Quattro Technology,21000,Diesel,Automatic,1,12.07,2967,241.4,7,48000.0,6
Skoda Octavia Ambition 1.4 TSI MT,21000,Petrol,Manual,1,16.8,1395,138.02,5,8750.0,8
